ENSG00000186092.6	OR4F5
ENSG00000183019.7	MCEMP1
ENSG00000269711.1	AC008763.3
ENSG00000181029.8	TRAPPC5
ENSG00000104921.14	FCER2
ENSG00000182566.13	CLEC4G
ENSG00000090659.17	CD209
ENSG00000104938.16	CLEC4M
ENSG00000142459.8	EVI5L
ENSG00000183248.11	PRR36
ENSG00000171017.10	LRRC8E
ENSG00000076984.17	MAP2K7
ENSG00000260001.6	TGFBR3L
ENSG00000104976.11	SNAPC2
ENSG00000178531.5	CTXN1
ENSG00000104980.7	TIMM44
ENSG00000066044.14	ELAVL1
ENSG00000131142.13	CCL25
ENSG00000142449.12	FBN3
ENSG00000090661.11	CERS4
ENSG00000167775.10	CD320
ENSG00000167774.2	AC010323.1
ENSG00000267855.5	NDUFA7
ENSG00000233927.4	RPS28
ENSG00000186994.11	KANK3
ENSG00000167772.11	ANGPTL4
ENSG00000185236.11	RAB11B
ENSG00000099785.10	MARCH2
ENSG00000099783.11	HNRNPM
ENSG00000133246.11	PRAM1
ENSG00000133250.13	ZNF414
ENSG00000142347.17	MYO1F
ENSG00000142303.13	ADAMTS10
ENSG00000181786.4	ACTL9
ENSG00000181733.3	OR2Z1
ENSG00000167785.8	ZNF558
ENSG00000170948.3	MBD3L1
ENSG00000181143.15	MUC16
ENSG00000170929.6	OR1M1
ENSG00000170923.3	OR7G2
ENSG00000161807.3	OR7G1
ENSG00000170920.2	OR7G3
ENSG00000130803.14	ZNF317
ENSG00000188000.4	OR7D2
ENSG00000174667.4	OR7D4
ENSG00000237521.3	OR7E24
ENSG00000196110.7	ZNF699
ENSG00000188321.13	ZNF559
ENSG00000270011.7	ZNF559-ZNF177
ENSG00000188629.12	ZNF177
ENSG00000174652.18	ZNF266
ENSG00000198028.3	ZNF560
ENSG00000130818.11	ZNF426
ENSG00000197961.11	ZNF121
ENSG00000171469.10	ZNF561
ENSG00000171466.9	ZNF562
ENSG00000196605.7	ZNF846
ENSG00000127452.8	FBXL12
ENSG00000198258.10	UBL5
ENSG00000127445.13	PIN1
ENSG00000105088.8	OLFM2
ENSG00000080573.6	COL5A3
ENSG00000080511.3	RDH8
ENSG00000130813.17	C19orf66
ENSG00000130812.10	ANGPTL6
ENSG00000243207.6	PPAN-P2RY11
ENSG00000130810.19	PPAN
ENSG00000244165.1	P2RY11
ENSG00000130811.11	EIF3G
ENSG00000130816.15	DNMT1
ENSG00000267534.3	S1PR2
ENSG00000105364.13	MRPL4
ENSG00000090339.8	ICAM1
ENSG00000105371.9	ICAM4
ENSG00000105376.4	ICAM5
ENSG00000220201.7	ZGLP1
ENSG00000167807.15	AC011511.1
ENSG00000267673.6	FDX2
ENSG00000267303.1	AC011511.4
ENSG00000161847.13	RAVER1
ENSG00000076662.9	ICAM3
ENSG00000105397.13	TYK2
ENSG00000105401.8	CDC37
ENSG00000065989.15	PDE4A
ENSG00000079999.13	KEAP1
ENSG00000180739.13	S1PR5
ENSG00000130734.9	ATG4D
ENSG00000129347.19	KRI1
ENSG00000129355.6	CDKN2D
ENSG00000129354.11	AP1M2
ENSG00000129353.14	SLC44A2
ENSG00000129351.17	ILF3
ENSG00000213339.8	QTRT1
ENSG00000079805.16	DNM2
ENSG00000099203.6	TMED1
ENSG00000214212.8	C19orf38
ENSG00000142453.11	CARM1
ENSG00000130733.10	YIPF2
ENSG00000142444.6	TIMM29
ENSG00000127616.18	SMARCA4
ENSG00000130164.13	LDLR
ENSG00000161888.11	SPC24
ENSG00000197256.10	KANK2
ENSG00000130158.13	DOCK6
ENSG00000130173.13	ANGPTL8
ENSG00000130167.13	TSPAN16
ENSG00000105514.7	RAB3D
ENSG00000105518.13	TMEM205
ENSG00000183401.11	CCDC159
ENSG00000105520.10	PLPPR2
ENSG00000173928.2	SWSAP1
ENSG00000187266.13	EPOR
ENSG00000205517.12	RGL3
ENSG00000198003.11	CCDC151
ENSG00000130175.9	PRKCSH
ENSG00000196361.9	ELAVL3
ENSG00000267477.1	AC008481.3
ENSG00000161914.9	ZNF653
ENSG00000130159.13	ECSIT
ENSG00000130176.7	CNN1
ENSG00000130165.10	ELOF1
ENSG00000198551.9	ZNF627
ENSG00000102575.11	ACP5
ENSG00000197933.12	ZNF823
ENSG00000197044.10	ZNF441
ENSG00000177599.12	ZNF491
ENSG00000171295.12	ZNF440
ENSG00000171291.8	ZNF439
ENSG00000198429.9	ZNF69
ENSG00000196757.7	ZNF700
ENSG00000267179.1	AC008770.2
ENSG00000197054.11	ZNF763
ENSG00000197647.11	ZNF433
ENSG00000257355.1	AC008770.1
ENSG00000257446.3	ZNF878
ENSG00000223547.9	ZNF844
ENSG00000132010.15	ZNF20
ENSG00000213297.8	ZNF625-ZNF20
ENSG00000257591.5	ZNF625
ENSG00000196646.11	ZNF136
ENSG00000197857.13	ZNF44
ENSG00000188868.13	ZNF563
ENSG00000198342.9	ZNF442
ENSG00000268744.1	AC008758.4
ENSG00000196466.10	ZNF799
ENSG00000268870.1	AC008758.5
ENSG00000180855.15	ZNF443
ENSG00000269755.1	AC008758.6
ENSG00000242852.6	ZNF709
ENSG00000196826.7	AC008758.1
ENSG00000249709.7	ZNF564
ENSG00000269693.1	AC010422.6
ENSG00000188033.9	ZNF490
ENSG00000173875.13	ZNF791
ENSG00000269242.1	AC010422.3
ENSG00000104774.12	MAN2B1
ENSG00000269590.1	AC010422.5
ENSG00000123154.11	WDR83
ENSG00000105583.10	WDR83OS
ENSG00000285589.1	AC010422.8
ENSG00000095059.15	DHPS
ENSG00000283980.1	GNG14
ENSG00000132004.12	FBXW9
ENSG00000105576.15	TNPO2
ENSG00000123144.10	TRIR
ENSG00000198356.11	ASNA1
ENSG00000039987.6	BEST2
ENSG00000095066.11	HOOK2
ENSG00000171223.5	JUNB
ENSG00000167815.11	PRDX2
ENSG00000284491.2	THSD8
ENSG00000104889.6	RNASEH2A
ENSG00000132026.13	RTBDN
ENSG00000105613.9	MAST1
ENSG00000105612.8	DNASE2
ENSG00000105610.5	KLF1
ENSG00000105607.12	GCDH
ENSG00000161860.7	SYCE2
ENSG00000179115.10	FARSA
ENSG00000179218.13	CALR
ENSG00000179262.9	RAD23A
ENSG00000179271.2	GADD45GIP1
ENSG00000179284.5	DAND5
ENSG00000008441.16	NFIX
ENSG00000104903.4	LYL1
ENSG00000104907.12	TRMT1
ENSG00000160877.5	NACC1
ENSG00000104915.14	STX10
ENSG00000160888.6	IER2
ENSG00000141837.19	CACNA1A
ENSG00000104957.13	CCDC130
ENSG00000037757.13	MRI1
ENSG00000104979.8	C19orf53
ENSG00000132003.9	ZSWIM4
ENSG00000187556.7	NANOS3
ENSG00000132016.11	C19orf57
ENSG00000132024.17	CC2D1A
ENSG00000132000.12	PODNL1
ENSG00000132017.10	DCAF15
ENSG00000132005.8	RFX1
ENSG00000171136.6	RLN3
ENSG00000104998.3	IL27RA
ENSG00000187867.8	PALM3
ENSG00000141854.9	MISP3
ENSG00000188032.9	C19orf67
ENSG00000141858.11	SAMD1
ENSG00000072062.13	PRKACA
ENSG00000105011.8	ASF1B
ENSG00000072071.16	ADGRL1
ENSG00000123146.19	ADGRE5
ENSG00000123136.14	DDX39A
ENSG00000123143.12	PKN1
ENSG00000160951.3	PTGER1
ENSG00000123159.15	GIPC1
ENSG00000132002.7	DNAJB1
ENSG00000099797.14	TECR
ENSG00000099795.6	NDUFB7
ENSG00000187912.11	CLEC17A
ENSG00000131355.14	ADGRE3
ENSG00000160961.11	ZNF333
ENSG00000127507.17	ADGRE2
ENSG00000127530.3	OR7C1
ENSG00000188269.9	OR7A5
ENSG00000127515.2	OR7A10
ENSG00000185385.4	OR7A17
ENSG00000127529.7	OR7C2
ENSG00000105143.12	SLC1A6
ENSG00000160994.3	CCDC105
ENSG00000105141.5	CASP14
ENSG00000094661.3	OR1I1
ENSG00000105137.12	SYDE1
ENSG00000105135.15	ILVBL
ENSG00000074181.8	NOTCH3
ENSG00000105131.7	EPHX3
ENSG00000141867.17	BRD4
ENSG00000105127.8	AKAP8
ENSG00000011243.17	AKAP8L
ENSG00000011451.19	WIZ
ENSG00000105122.12	RASAL3
ENSG00000161031.12	PGLYRP2
ENSG00000171954.12	CYP4F22
ENSG00000186526.12	CYP4F8
ENSG00000186529.15	CYP4F3
ENSG00000186204.14	CYP4F12
ENSG00000171942.4	OR10H2
ENSG00000171936.2	OR10H3
ENSG00000172519.9	OR10H5
ENSG00000186723.4	OR10H1
ENSG00000186115.12	CYP4F2
ENSG00000171903.16	CYP4F11
ENSG00000176231.2	OR10H4
ENSG00000167460.15	TPM4
ENSG00000167461.11	RAB8A
ENSG00000196684.12	HSH2D
ENSG00000141977.9	CIB3
ENSG00000105058.11	FAM32A
ENSG00000072958.8	AP1M1
ENSG00000127528.5	KLF2
ENSG00000127527.13	EPS15L1
ENSG00000269058.5	CALR3
ENSG00000141979.4	AC008764.1
ENSG00000105072.8	C19orf44
ENSG00000085872.14	CHERP
ENSG00000127526.14	SLC35E1
ENSG00000105085.10	MED26
ENSG00000268790.5	AC008764.4
ENSG00000214046.8	SMIM7
ENSG00000072954.6	TMEM38A
ENSG00000188039.14	NWD1
ENSG00000127511.9	SIN3B
ENSG00000127533.3	F2RL3
ENSG00000160111.12	CPAMD8
ENSG00000131351.14	HAUS8
ENSG00000099331.13	MYO9B
ENSG00000053501.12	USE1
ENSG00000099330.8	OCEL1
ENSG00000160113.5	NR2F6
ENSG00000269095.1	AC010646.1
ENSG00000130307.11	USHBP1
ENSG00000105393.15	BABAM1
ENSG00000269307.1	AC010463.1
ENSG00000160117.14	ANKLE1
ENSG00000127220.5	ABHD8
ENSG00000130312.6	MRPL34
ENSG00000130311.10	DDA1
ENSG00000074855.10	ANO8
ENSG00000130299.16	GTPBP3
ENSG00000130300.8	PLVAP
ENSG00000269720.2	CCDC194
ENSG00000130303.12	BST2
ENSG00000141971.12	MVB12A
ENSG00000188051.6	TMEM221
ENSG00000269035.1	AC010319.2
ENSG00000171773.2	NXNL1
ENSG00000130304.16	SLC27A1
ENSG00000130313.6	PGLS
ENSG00000167483.17	FAM129C
ENSG00000130309.10	COLGALT1
ENSG00000130477.15	UNC13A
ENSG00000130479.10	MAP1S
ENSG00000130475.14	FCHO1
ENSG00000179913.10	B3GNT3
ENSG00000248099.3	INSL3
ENSG00000105639.18	JAK3
ENSG00000105640.12	RPL18A
ENSG00000105641.3	SLC5A5
ENSG00000007080.10	CCDC124
ENSG00000105642.15	KCNN1
ENSG00000105643.9	ARRDC2
ENSG00000096996.15	IL12RB1
ENSG00000099308.10	MAST3
ENSG00000105647.16	PIK3R2
ENSG00000268173.3	AC007192.1
ENSG00000216490.3	IFI30
ENSG00000254858.9	MPV17L2
ENSG00000105649.9	RAB3A
ENSG00000285188.1	AC008397.2
ENSG00000105650.22	PDE4C
ENSG00000284797.1	AC008397.1
ENSG00000130518.16	IQCN
ENSG00000130522.5	JUND
ENSG00000130520.10	LSM4
ENSG00000130517.13	PGPEP1
ENSG00000130513.6	GDF15
ENSG00000175489.9	LRRC25
ENSG00000130511.15	SSBP4
ENSG00000105655.18	ISYNA1
ENSG00000105656.12	ELL
ENSG00000105701.15	FKBP8
ENSG00000105700.10	KXD1
ENSG00000221983.7	UBA52
ENSG00000006016.10	CRLF1
ENSG00000006015.17	REX1BD
ENSG00000105696.8	TMEM59L
ENSG00000167487.11	KLHL26
ENSG00000105662.15	CRTC1
ENSG00000105664.10	COMP
ENSG00000005007.12	UPF1
ENSG00000130283.8	GDF1
ENSG00000223802.7	CERS1
ENSG00000105669.13	COPE
ENSG00000268193.5	AC002985.1
ENSG00000105671.11	DDX49
ENSG00000051128.18	HOMER3
ENSG00000064607.16	SUGP2
ENSG00000105676.13	ARMC6
ENSG00000181035.13	SLC25A42
ENSG00000064545.14	TMEM161A
ENSG00000064489.22	BORCS8-MEF2B
ENSG00000213999.15	MEF2B
ENSG00000254901.7	BORCS8
ENSG00000064490.13	RFXANK
ENSG00000184162.14	NR2C2AP
ENSG00000130287.13	NCAN
ENSG00000187664.8	HAPLN4
ENSG00000213996.12	TM6SF2
ENSG00000105705.15	SUGP1
ENSG00000129933.20	MAU2
ENSG00000167491.17	GATAD2A
ENSG00000178093.13	TSSK6
ENSG00000186010.18	NDUFA13
ENSG00000258674.5	AC011448.1
ENSG00000250067.11	YJEFN3
ENSG00000160161.9	CILP2
ENSG00000105717.13	PBX4
ENSG00000064547.13	LPAR2
ENSG00000089639.10	GMIP
ENSG00000105726.16	ATP13A1
ENSG00000181896.11	ZNF101
ENSG00000105708.8	ZNF14
ENSG00000081665.13	ZNF506
ENSG00000256771.3	ZNF253
ENSG00000184635.15	ZNF93
ENSG00000197124.11	ZNF682
ENSG00000213988.10	ZNF90
ENSG00000256229.7	ZNF486
ENSG00000237440.8	ZNF737
ENSG00000188171.15	ZNF626
ENSG00000160229.11	ZNF66
ENSG00000105750.14	ZNF85
ENSG00000118620.12	ZNF430
ENSG00000160352.15	ZNF714
ENSG00000196705.8	ZNF431
ENSG00000182141.10	ZNF708
ENSG00000172687.13	ZNF738
ENSG00000196268.11	ZNF493
ENSG00000269237.1	AC010615.4
ENSG00000197013.9	ZNF429
ENSG00000197020.10	ZNF100
ENSG00000198521.11	ZNF43
ENSG00000160321.14	ZNF208
ENSG00000197134.11	ZNF257
ENSG00000196109.7	ZNF676
ENSG00000196350.8	ZNF729
ENSG00000197360.9	ZNF98
ENSG00000229676.2	ZNF492
ENSG00000213973.8	ZNF99
ENSG00000268696.2	ZNF723
ENSG00000269067.1	ZNF728
ENSG00000183850.13	ZNF730
ENSG00000196081.9	ZNF724
ENSG00000283201.1	AC092329.3
ENSG00000167232.13	ZNF91
ENSG00000197372.9	ZNF675
ENSG00000196172.9	ZNF681
ENSG00000213967.10	ZNF726
ENSG00000213096.10	ZNF254
ENSG00000169021.5	UQCRFS1
ENSG00000187135.7	VSTM2B
ENSG00000105171.9	POP4
ENSG00000166289.5	PLEKHF1
ENSG00000131943.17	C19orf12
ENSG00000105173.13	CCNE1
ENSG00000105176.17	URI1
ENSG00000198597.8	ZNF536
ENSG00000121297.6	TSHZ3
ENSG00000168813.16	ZNF507
ENSG00000178904.18	DPY19L3
ENSG00000105185.11	PDCD5
ENSG00000105186.15	ANKRD27
ENSG00000186326.3	RGS9BP
ENSG00000213965.3	NUDT19
ENSG00000173809.18	TDRD12
ENSG00000021488.12	SLC7A9
ENSG00000121289.17	CEP89
ENSG00000131944.9	FAAP24
ENSG00000131941.7	RHPN2
ENSG00000076650.6	GPATCH1
ENSG00000166359.10	WDR88
ENSG00000130881.13	LRP3
ENSG00000130876.11	SLC7A10
ENSG00000245848.2	CEBPA
ENSG00000153879.8	CEBPG
ENSG00000124299.13	PEPD
ENSG00000124302.12	CHST8
ENSG00000153885.14	KCTD15
ENSG00000257103.8	LSM14A
ENSG00000166398.12	KIAA0355
ENSG00000105220.15	GPI
ENSG00000266953.6	AC092073.1
ENSG00000126249.7	PDCD2L
ENSG00000126261.12	UBA2
ENSG00000142279.12	WTIP
ENSG00000205209.7	SCGB2B2
ENSG00000089335.20	ZNF302
ENSG00000197841.14	ZNF181
ENSG00000153896.17	ZNF599
ENSG00000168661.14	ZNF30
ENSG00000180884.9	ZNF792
ENSG00000089351.14	GRAMD1A
ENSG00000105711.11	SCN1B
ENSG00000105707.13	HPN
ENSG00000285526.1	AC020907.6
ENSG00000089356.18	FXYD3
ENSG00000153902.13	LGI4
ENSG00000266964.5	FXYD1
ENSG00000221946.7	FXYD7
ENSG00000089327.14	FXYD5
ENSG00000177558.3	FAM187B
ENSG00000105699.16	LSR
ENSG00000105698.15	USF2
ENSG00000105697.8	HAMP
ENSG00000105695.14	MAG
ENSG00000012124.16	CD22
ENSG00000126266.3	FFAR1
ENSG00000185897.6	FFAR3
ENSG00000126251.6	GPR42
ENSG00000126262.4	FFAR2
ENSG00000188508.10	KRTDAP
ENSG00000161249.20	DMKN
ENSG00000189001.10	SBSN
ENSG00000105679.8	GAPDHS
ENSG00000105677.11	TMEM147
ENSG00000105675.8	ATP4A
ENSG00000283758.2	PMIS2
ENSG00000249115.8	HAUS5
ENSG00000126254.11	RBM42
ENSG00000105672.14	ETV2
ENSG00000126267.9	COX6B1
ENSG00000105668.7	UPK1A
ENSG00000011590.13	ZBTB32
ENSG00000272333.5	KMT2B
ENSG00000126246.9	IGFLR1
ENSG00000267120.3	AD000671.2
ENSG00000161265.14	U2AF1L4
ENSG00000205155.7	PSENEN
ENSG00000188223.9	AD000671.1
ENSG00000267796.7	LIN37
ENSG00000004776.12	HSPB6
ENSG00000167595.15	PROSER3
ENSG00000004777.18	ARHGAP33
ENSG00000250799.9	PRODH2
ENSG00000161270.19	NPHS1
ENSG00000126259.19	KIRREL2
ENSG00000105290.11	APLP1
ENSG00000167604.14	NFKBID
ENSG00000126264.9	HCST
ENSG00000011600.11	TYROBP
ENSG00000126243.8	LRFN3
ENSG00000205138.3	SDHAF1
ENSG00000181392.15	SYNE4
ENSG00000239382.10	ALKBH6
ENSG00000105270.14	CLIP3
ENSG00000161277.10	THAP8
ENSG00000075702.17	WDR62
ENSG00000105261.7	OVOL3
ENSG00000105258.8	POLR2I
ENSG00000105254.11	TBCB
ENSG00000126247.10	CAPNS1
ENSG00000161281.10	COX7A1
ENSG00000196357.11	ZNF565
ENSG00000167635.11	ZNF146
ENSG00000142065.13	ZFP14
ENSG00000181007.8	ZFP82
ENSG00000186017.14	ZNF566
ENSG00000254004.6	ZNF260
ENSG00000186020.12	ZNF529
ENSG00000161298.17	ZNF382
ENSG00000197808.11	ZNF461
ENSG00000189042.13	ZNF567
ENSG00000267041.5	ZNF850
ENSG00000197863.8	ZNF790
ENSG00000251247.10	ZNF345
ENSG00000185869.14	ZNF829
ENSG00000198453.12	ZNF568
ENSG00000197050.10	ZNF420
ENSG00000267360.6	AC012309.1
ENSG00000196967.10	ZNF585A
ENSG00000245680.9	ZNF585B
ENSG00000188283.11	ZNF383
ENSG00000181666.17	HKR1
ENSG00000189164.14	ZNF527
ENSG00000196437.10	ZNF569
ENSG00000171827.10	ZNF570
ENSG00000188227.12	ZNF793
ENSG00000171817.16	ZNF540
ENSG00000180479.13	ZNF571
ENSG00000120784.16	ZFP30
ENSG00000196381.10	ZNF781
ENSG00000267552.6	AC093227.2
ENSG00000198182.12	ZNF607
ENSG00000189144.13	ZNF573
ENSG00000171804.10	WDR87
ENSG00000105738.10	SIPA1L3
ENSG00000011332.19	DPF1
ENSG00000167642.12	SPINT2
ENSG00000167641.10	PPP1R14A
ENSG00000267748.4	AC011479.1
ENSG00000167644.11	C19orf33
ENSG00000167645.16	YIF1B
ENSG00000099337.4	KCNK6
ENSG00000099338.22	CATSPERG
ENSG00000099341.11	PSMD8
ENSG00000179168.14	GGN
ENSG00000188766.12	SPRED3
ENSG00000130244.12	FAM98C
ENSG00000171777.15	RASGRP4
ENSG00000196218.12	RYR1
ENSG00000104814.12	MAP4K1
ENSG00000178982.9	EIF3K
ENSG00000130402.11	ACTN4
ENSG00000182472.8	CAPN12
ENSG00000205076.4	LGALS7
ENSG00000178934.4	LGALS7B
ENSG00000171747.8	LGALS4
ENSG00000104823.8	ECH1
ENSG00000268083.5	AC008982.1
ENSG00000104824.17	HNRNPL
ENSG00000187994.13	RINL
ENSG00000068903.19	SIRT2
ENSG00000104825.16	NFKBIB
ENSG00000262484.1	CCER2
ENSG00000104835.14	SARS2
ENSG00000269547.1	AC011455.2
ENSG00000128626.11	MRPS12
ENSG00000269190.5	FBXO17
ENSG00000161243.8	FBXO27
ENSG00000183760.10	ACP7
ENSG00000130669.17	PAK4
ENSG00000188505.4	NCCRP1
ENSG00000179751.6	SYCN
ENSG00000197110.8	IFNL3
ENSG00000183709.7	IFNL2
ENSG00000182393.2	IFNL1
ENSG00000128011.4	LRFN1
ENSG00000130755.12	GMFG
ENSG00000179134.15	SAMD4B
ENSG00000006712.14	PAF1
ENSG00000063322.13	MED29
ENSG00000128016.5	ZFP36
ENSG00000090924.14	PLEKHG2
ENSG00000105193.8	RPS16
ENSG00000196235.13	SUPT5H
ENSG00000105197.10	TIMM50
ENSG00000090932.10	DLL3
ENSG00000186838.13	SELENOV
ENSG00000176401.5	EID2B
ENSG00000176396.10	EID2
ENSG00000105198.10	LGALS13
ENSG00000249861.3	LGALS16
ENSG00000006659.12	LGALS14
ENSG00000105205.6	CLC
ENSG00000213921.7	LEUTX
ENSG00000105204.13	DYRK1B
ENSG00000105202.8	FBL
ENSG00000275395.5	FCGBP
ENSG00000013275.7	PSMC4
ENSG00000187187.13	ZNF546
ENSG00000128000.15	ZNF780B
ENSG00000197782.14	ZNF780A
ENSG00000130758.7	MAP3K10
ENSG00000174521.7	TTC9B
ENSG00000105219.9	CNTD2
ENSG00000105221.16	AKT2
ENSG00000160392.13	C19orf47
ENSG00000105223.19	PLD3
ENSG00000160396.8	HIPK4
ENSG00000105227.14	PRX
ENSG00000197019.4	SERTAD1
ENSG00000167565.12	SERTAD3
ENSG00000090013.10	BLVRB
ENSG00000160460.15	SPTBN4
ENSG00000160410.14	SHKBP1
ENSG00000090006.17	LTBP4
ENSG00000105245.9	NUMBL
ENSG00000123815.11	COQ8B
ENSG00000086544.2	ITPKC
ENSG00000188493.14	C19orf54
ENSG00000077312.8	SNRPA
ENSG00000261857.6	MIA
ENSG00000268975.2	MIA-RAB4B
ENSG00000167578.17	RAB4B
ENSG00000171570.11	RAB4B-EGLN2
ENSG00000269858.5	EGLN2
ENSG00000268797.1	AC008537.1
ENSG00000255974.7	CYP2A6
ENSG00000198077.10	CYP2A7
ENSG00000197408.9	CYP2B6
ENSG00000197838.4	CYP2A13
ENSG00000197446.8	CYP2F1
ENSG00000167600.13	CYP2S1
ENSG00000167601.11	AXL
ENSG00000105323.16	HNRNPUL1
ENSG00000105329.9	TGFB1
ENSG00000142039.3	CCDC97
ENSG00000255730.5	AC011462.1
ENSG00000142046.14	TMEM91
ENSG00000123810.7	B9D2
ENSG00000077348.8	EXOSC5
ENSG00000248098.11	BCKDHA
ENSG00000177191.2	B3GNT8
ENSG00000105341.18	DMAC2
ENSG00000204978.2	ERICH4
ENSG00000007129.17	CEACAM21
ENSG00000105352.10	CEACAM4
ENSG00000007306.14	CEACAM7
ENSG00000105388.15	CEACAM5
ENSG00000267881.1	AC243967.1
ENSG00000086548.8	CEACAM6
ENSG00000170956.16	CEACAM3
ENSG00000273111.5	LYPD4
ENSG00000142025.15	DMRTC2
ENSG00000105372.7	RPS19
ENSG00000105369.9	CD79A
ENSG00000076928.17	ARHGEF1
ENSG00000268041.2	AC010616.1
ENSG00000105404.10	RABAC1
ENSG00000285505.1	AC010616.2
ENSG00000105409.18	ATP1A3
ENSG00000105737.9	GRIK5
ENSG00000105732.12	ZNF574
ENSG00000028277.21	POU2F2
ENSG00000160570.13	DEDD2
ENSG00000167625.10	ZNF526
ENSG00000105723.11	GSK3A
ENSG00000268643.1	AC006486.1
ENSG00000105722.9	ERF
ENSG00000079432.7	CIC
ENSG00000079462.7	PAFAH1B3
ENSG00000188368.9	PRR19
ENSG00000167619.11	TMEM145
ENSG00000105429.12	MEGF8
ENSG00000105427.9	CNFN
ENSG00000079435.9	LIPE
ENSG00000189377.8	CXCL17
ENSG00000079385.21	CEACAM1
ENSG00000124469.11	CEACAM8
ENSG00000221826.9	PSG3
ENSG00000124467.18	PSG8
ENSG00000231924.9	PSG1
ENSG00000170848.15	PSG6
ENSG00000221878.12	PSG7
ENSG00000243130.7	PSG11
ENSG00000242221.8	PSG2
ENSG00000204941.13	PSG5
ENSG00000243137.7	PSG4
ENSG00000183668.17	PSG9
ENSG00000204936.9	CD177
ENSG00000131126.18	TEX101
ENSG00000124466.8	LYPD3
ENSG00000176531.10	PHLDB3
ENSG00000105755.7	ETHE1
ENSG00000176472.10	ZNF575
ENSG00000073050.11	XRCC1
ENSG00000268361.1	L34079.1
ENSG00000234465.10	PINLYP
ENSG00000167378.8	IRGQ
ENSG00000124444.15	ZNF576
ENSG00000226763.4	SRRM5
ENSG00000131116.11	ZNF428
ENSG00000105767.2	CADM4
ENSG00000011422.11	PLAUR
ENSG00000124449.6	IRGC
ENSG00000105771.13	SMG9
ENSG00000104783.12	KCNN4
ENSG00000159871.14	LYPD5
ENSG00000167637.16	ZNF283
ENSG00000176222.8	ZNF404
ENSG00000124459.11	ZNF45
ENSG00000159905.14	ZNF221
ENSG00000204920.10	ZNF155
ENSG00000159882.12	ZNF230
ENSG00000159885.13	ZNF222
ENSG00000267022.1	AC067968.1
ENSG00000178386.12	ZNF223
ENSG00000186026.6	ZNF284
ENSG00000267680.5	ZNF224
ENSG00000256294.7	ZNF225
ENSG00000263002.7	ZNF234
ENSG00000167380.16	ZNF226
ENSG00000131115.15	ZNF227
ENSG00000159917.16	ZNF235
ENSG00000159915.12	ZNF233
ENSG00000062370.16	ZNF112
ENSG00000267173.1	AC245748.1
ENSG00000267508.5	ZNF285
ENSG00000278318.4	ZNF229
ENSG00000167384.10	ZNF180
ENSG00000273777.4	CEACAM20
ENSG00000216588.8	IGSF23
ENSG00000073008.14	PVR
ENSG00000186567.12	CEACAM19
ENSG00000213892.11	CEACAM16
ENSG00000069399.14	BCL3
ENSG00000142273.12	CBLC
ENSG00000187244.11	BCAM
ENSG00000130202.9	NECTIN2
ENSG00000130204.12	TOMM40
ENSG00000130203.9	APOE
ENSG00000130208.9	APOC1
ENSG00000267467.3	APOC4
ENSG00000224916.9	APOC4-APOC2
ENSG00000234906.9	APOC2
ENSG00000104853.15	CLPTM1
ENSG00000104856.13	RELB
ENSG00000104859.14	CLASRP
ENSG00000170684.8	ZNF296
ENSG00000142252.10	GEMIN7
ENSG00000007047.14	MARK4
ENSG00000104866.10	PPP1R37
ENSG00000179846.9	NKPD1
ENSG00000007255.10	TRAPPC6A
ENSG00000189114.6	BLOC1S3
ENSG00000267545.1	AC005779.2
ENSG00000283632.2	EXOC3L2
ENSG00000104879.4	CKM
ENSG00000104892.16	KLC3
ENSG00000104884.15	ERCC2
ENSG00000104881.15	PPP1R13L
ENSG00000117877.10	CD3EAP
ENSG00000012061.15	ERCC1
ENSG00000125740.13	FOSB
ENSG00000125744.11	RTN2
ENSG00000213889.10	PPM1N
ENSG00000125753.13	VASP
ENSG00000125741.4	OPA3
ENSG00000177464.4	GPR4
ENSG00000125746.16	EML2
ENSG00000010310.8	GIPR
ENSG00000125743.10	SNRPD2
ENSG00000011478.11	QPCTL
ENSG00000177051.5	FBXO46
ENSG00000237452.2	BHMG1
ENSG00000177045.8	SIX5
ENSG00000104936.17	DMPK
ENSG00000268434.5	AC011530.1
ENSG00000185800.11	DMWD
ENSG00000104941.7	RSPH6A
ENSG00000125755.18	SYMPK
ENSG00000170608.2	FOXA3
ENSG00000170604.4	IRF2BP1
ENSG00000176182.5	MYPOP
ENSG00000188425.3	NANOS2
ENSG00000104967.6	NOVA2
ENSG00000104983.8	CCDC61
ENSG00000008438.4	PGLYRP1
ENSG00000204869.8	IGFL4
ENSG00000188624.2	IGFL3
ENSG00000204866.8	IGFL2
ENSG00000188293.5	IGFL1
ENSG00000124440.15	HIF3A
ENSG00000011485.14	PPP5C
ENSG00000169515.6	CCDC8
ENSG00000277531.2	PNMA8C
ENSG00000182013.17	PNMA8A
ENSG00000230510.6	PPP5D1
ENSG00000204851.6	PNMA8B
ENSG00000160014.16	CALM3
ENSG00000160013.8	PTGIR
ENSG00000167414.4	GNG8
ENSG00000197380.10	DACT3
ENSG00000105287.12	PRKD2
ENSG00000090372.14	STRN4
ENSG00000181027.10	FKRP
ENSG00000105281.12	SLC1A5
ENSG00000042753.11	AP2S1
ENSG00000160007.18	ARHGAP35
ENSG00000130751.9	NPAS1
ENSG00000130748.6	TMEM160
ENSG00000130749.9	ZC3H4
